"","county","State","estimate_percent_distribution_family_income_by_number_of_earners_no_earners","margin_of_error_percent_distribution_moe_family_income_by_number_of_earners_no_earners","estimate_median_income_dollars_family_income_by_number_of_earners_no_earners","margin_of_error_median_income_dollars_moe_family_income_by_number_of_earners_no_earners","state_fips_code","county_fips_code"
"2669","Lincoln"," Idaho",12.3,3,"26442","8298",13,181
"2670","Lincoln"," Idaho",12.3,3,"26442","8298",16,63
"2671","Lincoln"," Idaho",12.3,3,"26442","8298",20,105
"2672","Lincoln"," Idaho",12.3,3,"26442","8298",21,137
"2673","Lincoln"," Idaho",12.3,3,"26442","8298",22,61
"2674","Lincoln"," Idaho",12.3,3,"26442","8298",23,15
"2675","Lincoln"," Idaho",12.3,3,"26442","8298",27,81
"2676","Lincoln"," Idaho",12.3,3,"26442","8298",28,85
"2677","Lincoln"," Idaho",12.3,3,"26442","8298",29,113
"2678","Lincoln"," Idaho",12.3,3,"26442","8298",30,53
"2679","Lincoln"," Idaho",12.3,3,"26442","8298",31,111
"2680","Lincoln"," Idaho",12.3,3,"26442","8298",32,17
"2681","Lincoln"," Idaho",12.3,3,"26442","8298",35,27
"2682","Lincoln"," Idaho",12.3,3,"26442","8298",37,109
"2683","Lincoln"," Idaho",12.3,3,"26442","8298",40,81
"2684","Lincoln"," Idaho",12.3,3,"26442","8298",41,41
"2685","Lincoln"," Idaho",12.3,3,"26442","8298",46,83
"2686","Lincoln"," Idaho",12.3,3,"26442","8298",47,103
"2687","Lincoln"," Idaho",12.3,3,"26442","8298",53,43
"2688","Lincoln"," Idaho",12.3,3,"26442","8298",54,43
"2689","Lincoln"," Idaho",12.3,3,"26442","8298",55,69
"2690","Lincoln"," Idaho",12.3,3,"26442","8298",56,23
"2691","Madison"," Idaho",5.2,1.1,"45192","5511",1,89
"2692","Madison"," Idaho",5.2,1.1,"45192","5511",5,87
"2693","Madison"," Idaho",5.2,1.1,"45192","5511",12,79
"2694","Madison"," Idaho",5.2,1.1,"45192","5511",13,195
"2695","Madison"," Idaho",5.2,1.1,"45192","5511",16,65
"2696","Madison"," Idaho",5.2,1.1,"45192","5511",17,119
"2697","Madison"," Idaho",5.2,1.1,"45192","5511",18,95
"2698","Madison"," Idaho",5.2,1.1,"45192","5511",19,121
"2699","Madison"," Idaho",5.2,1.1,"45192","5511",21,151
"2700","Madison"," Idaho",5.2,1.1,"45192","5511",22,65
"2701","Madison"," Idaho",5.2,1.1,"45192","5511",28,89
"2702","Madison"," Idaho",5.2,1.1,"45192","5511",29,123
"2703","Madison"," Idaho",5.2,1.1,"45192","5511",30,57
"2704","Madison"," Idaho",5.2,1.1,"45192","5511",31,119
"2705","Madison"," Idaho",5.2,1.1,"45192","5511",36,53
"2706","Madison"," Idaho",5.2,1.1,"45192","5511",37,115
"2707","Madison"," Idaho",5.2,1.1,"45192","5511",39,97
"2708","Madison"," Idaho",5.2,1.1,"45192","5511",47,113
"2709","Madison"," Idaho",5.2,1.1,"45192","5511",48,313
"2710","Madison"," Idaho",5.2,1.1,"45192","5511",51,113
"2711","Minidoka"," Idaho",14.1,2.4,"28566","3895",16,67
"2712","Nez Perce"," Idaho",20,2.1,"40893","6908",NA,NA
"2713","Oneida"," Idaho",19.6,4.8,"38546","3071",16,71
"2714","Oneida"," Idaho",19.6,4.8,"38546","3071",36,65
"2715","Oneida"," Idaho",19.6,4.8,"38546","3071",55,85
"2716","Owyhee"," Idaho",16,3.4,"30061","10309",16,73
"2717","Payette"," Idaho",15.3,2.6,"35401","9255",16,75
"2718","Power"," Idaho",18,5,"45893","18948",16,77
"2719","Shoshone"," Idaho",24.1,3.9,"34914","4018",16,79
"2720","Teton"," Idaho",14.2,5,"51743","6655",16,81
"2721","Teton"," Idaho",14.2,5,"51743","6655",30,99
"2722","Teton"," Idaho",14.2,5,"51743","6655",56,39
"2723","Twin Falls"," Idaho",12.4,1.2,"40292","8114",NA,NA
"2724","Valley"," Idaho",27.6,8,"51518","12945",16,85
"2725","Valley"," Idaho",27.6,8,"51518","12945",30,105
"2726","Valley"," Idaho",27.6,8,"51518","12945",31,175
"2727","Washington"," Idaho",21.5,3.4,"33795","4553",1,129
"2728","Washington"," Idaho",21.5,3.4,"33795","4553",5,143
"2729","Washington"," Idaho",21.5,3.4,"33795","4553",8,121
"2730","Washington"," Idaho",21.5,3.4,"33795","4553",12,133
"2731","Washington"," Idaho",21.5,3.4,"33795","4553",13,303
"2732","Washington"," Idaho",21.5,3.4,"33795","4553",16,87
"2733","Washington"," Idaho",21.5,3.4,"33795","4553",17,189
"2734","Washington"," Idaho",21.5,3.4,"33795","4553",18,175
"2735","Washington"," Idaho",21.5,3.4,"33795","4553",19,183
"2736","Washington"," Idaho",21.5,3.4,"33795","4553",20,201
"2737","Washington"," Idaho",21.5,3.4,"33795","4553",21,229
"2738","Washington"," Idaho",21.5,3.4,"33795","4553",22,117
"2739","Washington"," Idaho",21.5,3.4,"33795","4553",23,29
"2740","Washington"," Idaho",21.5,3.4,"33795","4553",24,43
"2741","Washington"," Idaho",21.5,3.4,"33795","4553",27,163
"2742","Washington"," Idaho",21.5,3.4,"33795","4553",28,151
"2743","Washington"," Idaho",21.5,3.4,"33795","4553",29,221
"2744","Washington"," Idaho",21.5,3.4,"33795","4553",31,177
"2745","Washington"," Idaho",21.5,3.4,"33795","4553",36,115
"2746","Washington"," Idaho",21.5,3.4,"33795","4553",37,187
"2747","Washington"," Idaho",21.5,3.4,"33795","4553",39,167
"2748","Washington"," Idaho",21.5,3.4,"33795","4553",40,147
"2749","Washington"," Idaho",21.5,3.4,"33795","4553",41,67
"2750","Washington"," Idaho",21.5,3.4,"33795","4553",42,125
"2751","Washington"," Idaho",21.5,3.4,"33795","4553",44,9
"2752","Washington"," Idaho",21.5,3.4,"33795","4553",47,179
"2753","Washington"," Idaho",21.5,3.4,"33795","4553",48,477
"2754","Washington"," Idaho",21.5,3.4,"33795","4553",49,53
"2755","Washington"," Idaho",21.5,3.4,"33795","4553",50,23
"2756","Washington"," Idaho",21.5,3.4,"33795","4553",51,191
"2757","Washington"," Idaho",21.5,3.4,"33795","4553",55,131
"2758","Adams"," Illinois",16.3,1.4,"35132","2711",8,1
"2759","Adams"," Illinois",16.3,1.4,"35132","2711",16,3
"2760","Adams"," Illinois",16.3,1.4,"35132","2711",17,1
"2761","Adams"," Illinois",16.3,1.4,"35132","2711",18,1
"2762","Adams"," Illinois",16.3,1.4,"35132","2711",19,3
"2763","Adams"," Illinois",16.3,1.4,"35132","2711",28,1
"2764","Adams"," Illinois",16.3,1.4,"35132","2711",31,1
"2765","Adams"," Illinois",16.3,1.4,"35132","2711",38,1
"2766","Adams"," Illinois",16.3,1.4,"35132","2711",39,1
"2767","Adams"," Illinois",16.3,1.4,"35132","2711",42,1
"2768","Adams"," Illinois",16.3,1.4,"35132","2711",53,1
"2769","Adams"," Illinois",16.3,1.4,"35132","2711",55,1
"2770","Alexander"," Illinois",29.3,5.5,"30917","7677",17,3
"2771","Alexander"," Illinois",29.3,5.5,"30917","7677",37,3
"2772","Bond"," Illinois",19.6,3.1,"41806","7953",17,5
"2773","Boone"," Illinois",11.7,2.1,"41733","8455",5,9
"2774","Boone"," Illinois",11.7,2.1,"41733","8455",17,7
"2775","Boone"," Illinois",11.7,2.1,"41733","8455",18,11
"2776","Boone"," Illinois",11.7,2.1,"41733","8455",19,15
"2777","Boone"," Illinois",11.7,2.1,"41733","8455",21,15
"2778","Boone"," Illinois",11.7,2.1,"41733","8455",29,19
"2779","Boone"," Illinois",11.7,2.1,"41733","8455",31,11
"2780","Boone"," Illinois",11.7,2.1,"41733","8455",54,5
"2781","Brown"," Illinois",16.3,4.1,"57667","30620",17,9
"2782","Brown"," Illinois",16.3,4.1,"57667","30620",18,13
"2783","Brown"," Illinois",16.3,4.1,"57667","30620",20,13
"2784","Brown"," Illinois",16.3,4.1,"57667","30620",27,15
"2785","Brown"," Illinois",16.3,4.1,"57667","30620",31,17
"2786","Brown"," Illinois",16.3,4.1,"57667","30620",39,15
"2787","Brown"," Illinois",16.3,4.1,"57667","30620",46,13
"2788","Brown"," Illinois",16.3,4.1,"57667","30620",48,49
"2789","Brown"," Illinois",16.3,4.1,"57667","30620",55,9
"2790","Bureau"," Illinois",16.7,1.3,"40726","3224",17,11
"2791","Calhoun"," Illinois",24.3,4,"53095","9166",1,15
"2792","Calhoun"," Illinois",24.3,4,"53095","9166",5,13
"2793","Calhoun"," Illinois",24.3,4,"53095","9166",12,13
"2794","Calhoun"," Illinois",24.3,4,"53095","9166",13,37
"2795","Calhoun"," Illinois",24.3,4,"53095","9166",17,13
"2796","Calhoun"," Illinois",24.3,4,"53095","9166",19,25
"2797","Calhoun"," Illinois",24.3,4,"53095","9166",26,25
"2798","Calhoun"," Illinois",24.3,4,"53095","9166",28,13
"2799","Calhoun"," Illinois",24.3,4,"53095","9166",45,17
"2800","Calhoun"," Illinois",24.3,4,"53095","9166",48,57
"2801","Calhoun"," Illinois",24.3,4,"53095","9166",54,13
"2802","Carroll"," Illinois",19.3,2.7,"44265","6987",5,15
"2803","Carroll"," Illinois",19.3,2.7,"44265","6987",13,45
"2804","Carroll"," Illinois",19.3,2.7,"44265","6987",17,15
"2805","Carroll"," Illinois",19.3,2.7,"44265","6987",18,15
"2806","Carroll"," Illinois",19.3,2.7,"44265","6987",19,27
"2807","Carroll"," Illinois",19.3,2.7,"44265","6987",21,41
"2808","Carroll"," Illinois",19.3,2.7,"44265","6987",24,13
"2809","Carroll"," Illinois",19.3,2.7,"44265","6987",28,15
"2810","Carroll"," Illinois",19.3,2.7,"44265","6987",29,33
"2811","Carroll"," Illinois",19.3,2.7,"44265","6987",33,3
"2812","Carroll"," Illinois",19.3,2.7,"44265","6987",39,19
"2813","Carroll"," Illinois",19.3,2.7,"44265","6987",47,17
"2814","Carroll"," Illinois",19.3,2.7,"44265","6987",51,35
"2815","Cass"," Illinois",13.2,2.6,"38352","11813",17,17
"2816","Cass"," Illinois",13.2,2.6,"38352","11813",18,17
"2817","Cass"," Illinois",13.2,2.6,"38352","11813",19,29
"2818","Cass"," Illinois",13.2,2.6,"38352","11813",26,27
"2819","Cass"," Illinois",13.2,2.6,"38352","11813",27,21
"2820","Cass"," Illinois",13.2,2.6,"38352","11813",29,37
"2821","Cass"," Illinois",13.2,2.6,"38352","11813",31,25
"2822","Cass"," Illinois",13.2,2.6,"38352","11813",38,17
"2823","Cass"," Illinois",13.2,2.6,"38352","11813",48,67
"2824","Champaign"," Illinois",11.7,0.8,"51939","5069",17,19
"2825","Champaign"," Illinois",11.7,0.8,"51939","5069",39,21
"2826","Christian"," Illinois",18.1,1.8,"38768","3848",17,21
"2827","Christian"," Illinois",18.1,1.8,"38768","3848",21,47
"2828","Christian"," Illinois",18.1,1.8,"38768","3848",29,43
"2829","Clark"," Illinois",16.3,2.1,"46806","9113",5,19
"2830","Clark"," Illinois",16.3,2.1,"46806","9113",16,33
"2831","Clark"," Illinois",16.3,2.1,"46806","9113",17,23
"2832","Clark"," Illinois",16.3,2.1,"46806","9113",18,19
"2833","Clark"," Illinois",16.3,2.1,"46806","9113",20,25
"2834","Clark"," Illinois",16.3,2.1,"46806","9113",21,49
"2835","Clark"," Illinois",16.3,2.1,"46806","9113",29,45
"2836","Clark"," Illinois",16.3,2.1,"46806","9113",32,3
"2837","Clark"," Illinois",16.3,2.1,"46806","9113",39,23
"2838","Clark"," Illinois",16.3,2.1,"46806","9113",46,25
"2839","Clark"," Illinois",16.3,2.1,"46806","9113",53,11
"2840","Clark"," Illinois",16.3,2.1,"46806","9113",55,19
"2841","Clay"," Illinois",19.7,3.1,"38661","5745",1,27
"2842","Clay"," Illinois",19.7,3.1,"38661","5745",5,21
"2843","Clay"," Illinois",19.7,3.1,"38661","5745",12,19
"2844","Clay"," Illinois",19.7,3.1,"38661","5745",13,61
"2845","Clay"," Illinois",19.7,3.1,"38661","5745",17,25
"2846","Clay"," Illinois",19.7,3.1,"38661","5745",18,21
"2847","Clay"," Illinois",19.7,3.1,"38661","5745",19,41
"2848","Clay"," Illinois",19.7,3.1,"38661","5745",20,27
"2849","Clay"," Illinois",19.7,3.1,"38661","5745",21,51
"2850","Clay"," Illinois",19.7,3.1,"38661","5745",27,27
"2851","Clay"," Illinois",19.7,3.1,"38661","5745",28,25
"2852","Clay"," Illinois",19.7,3.1,"38661","5745",29,47
"2853","Clay"," Illinois",19.7,3.1,"38661","5745",31,35
"2854","Clay"," Illinois",19.7,3.1,"38661","5745",37,43
"2855","Clay"," Illinois",19.7,3.1,"38661","5745",46,27
"2856","Clay"," Illinois",19.7,3.1,"38661","5745",47,27
"2857","Clay"," Illinois",19.7,3.1,"38661","5745",48,77
"2858","Clay"," Illinois",19.7,3.1,"38661","5745",54,15
"2859","Clinton"," Illinois",13.3,1.6,"46318","3964",17,27
"2860","Clinton"," Illinois",13.3,1.6,"46318","3964",18,23
"2861","Clinton"," Illinois",13.3,1.6,"46318","3964",19,45
"2862","Clinton"," Illinois",13.3,1.6,"46318","3964",21,53
"2863","Clinton"," Illinois",13.3,1.6,"46318","3964",26,37
"2864","Clinton"," Illinois",13.3,1.6,"46318","3964",29,49
"2865","Clinton"," Illinois",13.3,1.6,"46318","3964",36,19
"2866","Clinton"," Illinois",13.3,1.6,"46318","3964",39,27
"2867","Clinton"," Illinois",13.3,1.6,"46318","3964",42,35
"2868","Coles"," Illinois",15.2,1.8,"34291","7310",17,29
"2869","Cook"," Illinois",12.6,0.2,"29638","716",13,75
"2870","Cook"," Illinois",12.6,0.2,"29638","716",17,31
"2871","Cook"," Illinois",12.6,0.2,"29638","716",27,31
"2872","Crawford"," Illinois",16.3,2.2,"38750","5462",5,33
"2873","Crawford"," Illinois",16.3,2.2,"38750","5462",13,79
"2874","Crawford"," Illinois",16.3,2.2,"38750","5462",17,33
"2875","Crawford"," Illinois",16.3,2.2,"38750","5462",18,25
"2876","Crawford"," Illinois",16.3,2.2,"38750","5462",19,47
"2877","Crawford"," Illinois",16.3,2.2,"38750","5462",20,37
"2878","Crawford"," Illinois",16.3,2.2,"38750","5462",26,39
"2879","Crawford"," Illinois",16.3,2.2,"38750","5462",29,55
"2880","Crawford"," Illinois",16.3,2.2,"38750","5462",39,33
"2881","Crawford"," Illinois",16.3,2.2,"38750","5462",42,39
"2882","Crawford"," Illinois",16.3,2.2,"38750","5462",55,23
"2883","Cumberland"," Illinois",17.3,2.5,"39702","7102",17,35
"2884","Cumberland"," Illinois",17.3,2.5,"39702","7102",21,57
"2885","Cumberland"," Illinois",17.3,2.5,"39702","7102",23,5
"2886","Cumberland"," Illinois",17.3,2.5,"39702","7102",34,11
"2887","Cumberland"," Illinois",17.3,2.5,"39702","7102",37,51
"2888","Cumberland"," Illinois",17.3,2.5,"39702","7102",42,41
"2889","Cumberland"," Illinois",17.3,2.5,"39702","7102",47,35
"2890","Cumberland"," Illinois",17.3,2.5,"39702","7102",51,49
"2891","DeKalb"," Illinois",12.7,1.3,"49737","7060",1,49
"2892","DeKalb"," Illinois",12.7,1.3,"49737","7060",13,89
"2893","DeKalb"," Illinois",12.7,1.3,"49737","7060",17,37
"2894","DeKalb"," Illinois",12.7,1.3,"49737","7060",18,33
"2895","DeKalb"," Illinois",12.7,1.3,"49737","7060",29,63
"2896","DeKalb"," Illinois",12.7,1.3,"49737","7060",47,41
"2897","De Witt"," Illinois",15.1,2.1,"45260","3284",NA,NA
"2898","Douglas"," Illinois",14,2.4,"34421","12816",8,35
"2899","Douglas"," Illinois",14,2.4,"34421","12816",13,97
"2900","Douglas"," Illinois",14,2.4,"34421","12816",17,41
"2901","Douglas"," Illinois",14,2.4,"34421","12816",20,45
"2902","Douglas"," Illinois",14,2.4,"34421","12816",27,41
"2903","Douglas"," Illinois",14,2.4,"34421","12816",29,67
"2904","Douglas"," Illinois",14,2.4,"34421","12816",31,55
"2905","Douglas"," Illinois",14,2.4,"34421","12816",32,5
"2906","Douglas"," Illinois",14,2.4,"34421","12816",41,19
"2907","Douglas"," Illinois",14,2.4,"34421","12816",46,43
"2908","Douglas"," Illinois",14,2.4,"34421","12816",53,17
"2909","Douglas"," Illinois",14,2.4,"34421","12816",55,31
"2910","DuPage"," Illinois",10,0.3,"54159","1922",17,43
"2911","Edgar"," Illinois",17.6,3.6,"37226","5947",17,45
"2912","Edwards"," Illinois",12.7,2.2,"42083","8661",17,47
"2913","Edwards"," Illinois",12.7,2.2,"42083","8661",20,47
"2914","Edwards"," Illinois",12.7,2.2,"42083","8661",48,137
"2915","Effingham"," Illinois",13.1,1.4,"44706","4069",13,103
"2916","Effingham"," Illinois",13.1,1.4,"44706","4069",17,49
"2917","Fayette"," Illinois",21.8,2.1,"31607","3288",1,57
"2918","Fayette"," Illinois",21.8,2.1,"31607","3288",13,113
"2919","Fayette"," Illinois",21.8,2.1,"31607","3288",17,51
"2920","Fayette"," Illinois",21.8,2.1,"31607","3288",18,41
"2921","Fayette"," Illinois",21.8,2.1,"31607","3288",19,65
"2922","Fayette"," Illinois",21.8,2.1,"31607","3288",21,67
"2923","Fayette"," Illinois",21.8,2.1,"31607","3288",39,47
"2924","Fayette"," Illinois",21.8,2.1,"31607","3288",42,51
"2925","Fayette"," Illinois",21.8,2.1,"31607","3288",47,47
"2926","Fayette"," Illinois",21.8,2.1,"31607","3288",48,149
"2927","Fayette"," Illinois",21.8,2.1,"31607","3288",54,19
"2928","Ford"," Illinois",12.5,2,"39453","7601",17,53
"2929","Ford"," Illinois",12.5,2,"39453","7601",20,57
"2930","Franklin"," Illinois",24.1,1.8,"31091","1814",1,59
"2931","Franklin"," Illinois",24.1,1.8,"31091","1814",5,47
"2932","Franklin"," Illinois",24.1,1.8,"31091","1814",12,37
"2933","Franklin"," Illinois",24.1,1.8,"31091","1814",13,119
"2934","Franklin"," Illinois",24.1,1.8,"31091","1814",16,41
"2935","Franklin"," Illinois",24.1,1.8,"31091","1814",17,55
"2936","Franklin"," Illinois",24.1,1.8,"31091","1814",18,47
"2937","Franklin"," Illinois",24.1,1.8,"31091","1814",19,69
"2938","Franklin"," Illinois",24.1,1.8,"31091","1814",20,59
"2939","Franklin"," Illinois",24.1,1.8,"31091","1814",21,73
"2940","Franklin"," Illinois",24.1,1.8,"31091","1814",22,41
"2941","Franklin"," Illinois",24.1,1.8,"31091","1814",23,7
"2942","Franklin"," Illinois",24.1,1.8,"31091","1814",25,11
"2943","Franklin"," Illinois",24.1,1.8,"31091","1814",28,37
"2944","Franklin"," Illinois",24.1,1.8,"31091","1814",29,71
"2945","Franklin"," Illinois",24.1,1.8,"31091","1814",31,61
"2946","Franklin"," Illinois",24.1,1.8,"31091","1814",36,33
"2947","Franklin"," Illinois",24.1,1.8,"31091","1814",37,69
"2948","Franklin"," Illinois",24.1,1.8,"31091","1814",39,49
"2949","Franklin"," Illinois",24.1,1.8,"31091","1814",42,55
"2950","Franklin"," Illinois",24.1,1.8,"31091","1814",47,51
"2951","Franklin"," Illinois",24.1,1.8,"31091","1814",48,159
"2952","Franklin"," Illinois",24.1,1.8,"31091","1814",50,11
"2953","Franklin"," Illinois",24.1,1.8,"31091","1814",51,67
"2954","Franklin"," Illinois",24.1,1.8,"31091","1814",51,620
"2955","Franklin"," Illinois",24.1,1.8,"31091","1814",53,21
"2956","Fulton"," Illinois",21.1,2,"42993","6024",5,49
"2957","Fulton"," Illinois",21.1,2,"42993","6024",13,121
"2958","Fulton"," Illinois",21.1,2,"42993","6024",17,57
"2959","Fulton"," Illinois",21.1,2,"42993","6024",18,49
"2960","Fulton"," Illinois",21.1,2,"42993","6024",21,75
"2961","Fulton"," Illinois",21.1,2,"42993","6024",36,35
"2962","Fulton"," Illinois",21.1,2,"42993","6024",39,51
"2963","Fulton"," Illinois",21.1,2,"42993","6024",42,57
"2964","Gallatin"," Illinois",17.9,3,"28203","6922",17,59
"2965","Gallatin"," Illinois",17.9,3,"28203","6922",21,77
"2966","Gallatin"," Illinois",17.9,3,"28203","6922",30,31
"2967","Greene"," Illinois",17.7,2.4,"38018","4010",1,63
"2968","Greene"," Illinois",17.7,2.4,"38018","4010",5,55
"2969","Greene"," Illinois",17.7,2.4,"38018","4010",13,133
"2970","Greene"," Illinois",17.7,2.4,"38018","4010",17,61
"2971","Greene"," Illinois",17.7,2.4,"38018","4010",18,55
"2972","Greene"," Illinois",17.7,2.4,"38018","4010",19,73
"2973","Greene"," Illinois",17.7,2.4,"38018","4010",28,41
"2974","Greene"," Illinois",17.7,2.4,"38018","4010",29,77
"2975","Greene"," Illinois",17.7,2.4,"38018","4010",36,39
"2976","Greene"," Illinois",17.7,2.4,"38018","4010",37,79
"2977","Greene"," Illinois",17.7,2.4,"38018","4010",39,57
"2978","Greene"," Illinois",17.7,2.4,"38018","4010",42,59
"2979","Greene"," Illinois",17.7,2.4,"38018","4010",47,59
"2980","Greene"," Illinois",17.7,2.4,"38018","4010",51,79
"2981","Grundy"," Illinois",13.1,1.4,"49878","3515",17,63
"2982","Grundy"," Illinois",13.1,1.4,"49878","3515",19,75
"2983","Grundy"," Illinois",13.1,1.4,"49878","3515",29,79
"2984","Grundy"," Illinois",13.1,1.4,"49878","3515",47,61
"2985","Hamilton"," Illinois",16.9,3.7,"37095","4939",12,47
"2986","Hamilton"," Illinois",16.9,3.7,"37095","4939",17,65
"2987","Hamilton"," Illinois",16.9,3.7,"37095","4939",18,57
"2988","Hamilton"," Illinois",16.9,3.7,"37095","4939",19,79
"2989","Hamilton"," Illinois",16.9,3.7,"37095","4939",20,75
"2990","Hamilton"," Illinois",16.9,3.7,"37095","4939",31,81
"2991","Hamilton"," Illinois",16.9,3.7,"37095","4939",36,41
"2992","Hamilton"," Illinois",16.9,3.7,"37095","4939",39,61
"2993","Hamilton"," Illinois",16.9,3.7,"37095","4939",47,65
"2994","Hamilton"," Illinois",16.9,3.7,"37095","4939",48,193
"2995","Hancock"," Illinois",21.1,1.8,"37367","4044",13,141
"2996","Hancock"," Illinois",21.1,1.8,"37367","4044",17,67
"2997","Hancock"," Illinois",21.1,1.8,"37367","4044",18,59
"2998","Hancock"," Illinois",21.1,1.8,"37367","4044",19,81
"2999","Hancock"," Illinois",21.1,1.8,"37367","4044",21,91
"3000","Hancock"," Illinois",21.1,1.8,"37367","4044",23,9
"3001","Hancock"," Illinois",21.1,1.8,"37367","4044",28,45
"3002","Hancock"," Illinois",21.1,1.8,"37367","4044",39,63
"3003","Hancock"," Illinois",21.1,1.8,"37367","4044",47,67
"3004","Hancock"," Illinois",21.1,1.8,"37367","4044",54,29
"3005","Hardin"," Illinois",29.2,4.9,"37847","7667",17,69
"3006","Hardin"," Illinois",29.2,4.9,"37847","7667",19,83
"3007","Hardin"," Illinois",29.2,4.9,"37847","7667",21,93
"3008","Hardin"," Illinois",29.2,4.9,"37847","7667",39,65
"3009","Hardin"," Illinois",29.2,4.9,"37847","7667",47,71
"3010","Hardin"," Illinois",29.2,4.9,"37847","7667",48,199
"3011","Henderson"," Illinois",18.2,3.3,"41728","6512",17,71
"3012","Henderson"," Illinois",18.2,3.3,"41728","6512",21,101
"3013","Henderson"," Illinois",18.2,3.3,"41728","6512",37,89
"3014","Henderson"," Illinois",18.2,3.3,"41728","6512",47,77
"3015","Henderson"," Illinois",18.2,3.3,"41728","6512",48,213
"3016","Henry"," Illinois",18.6,1.4,"40108","4101",1,67
"3017","Henry"," Illinois",18.6,1.4,"40108","4101",13,151
"3018","Henry"," Illinois",18.6,1.4,"40108","4101",17,73
"3019","Henry"," Illinois",18.6,1.4,"40108","4101",18,65
"3020","Henry"," Illinois",18.6,1.4,"40108","4101",19,87
"3021","Henry"," Illinois",18.6,1.4,"40108","4101",21,103
"3022","Henry"," Illinois",18.6,1.4,"40108","4101",29,83
"3023","Henry"," Illinois",18.6,1.4,"40108","4101",39,69
"3024","Henry"," Illinois",18.6,1.4,"40108","4101",47,79
"3025","Henry"," Illinois",18.6,1.4,"40108","4101",51,89
"3026","Iroquois"," Illinois",14.7,1.3,"36292","5443",17,75
"3027","Jackson"," Illinois",18.5,1.9,"38324","8828",1,71
"3028","Jackson"," Illinois",18.5,1.9,"38324","8828",5,67
"3029","Jackson"," Illinois",18.5,1.9,"38324","8828",8,57
"3030","Jackson"," Illinois",18.5,1.9,"38324","8828",12,63
"3031","Jackson"," Illinois",18.5,1.9,"38324","8828",13,157
"3032","Jackson"," Illinois",18.5,1.9,"38324","8828",17,77
"3033","Jackson"," Illinois",18.5,1.9,"38324","8828",18,71
"3034","Jackson"," Illinois",18.5,1.9,"38324","8828",19,97
"3035","Jackson"," Illinois",18.5,1.9,"38324","8828",20,85
"3036","Jackson"," Illinois",18.5,1.9,"38324","8828",21,109
"3037","Jackson"," Illinois",18.5,1.9,"38324","8828",22,49
