"","state","county","percent_of_adults_with_less_than_a_high_school_diploma_2014_18","percent_of_adults_with_a_high_school_diploma_only_2014_18","percent_of_adults_completing_some_college_or_associates_degree_2014_18","percent_of_adults_with_a_bachelors_degree_or_higher_2014_18"
"1605","MO","Ray County",12.9,46,27.3,13.9
"1606","MO","Reynolds County",21.4,41.3,26.2,11.1
"1607","MO","Ripley County",20,42,27.1,10.9
"1608","MO","St. Charles County",5.3,25.1,31.8,37.8
"1609","MO","St. Clair County",15.9,42.5,28.2,13.4
"1610","MO","Ste. Genevieve County",11.3,40,30.9,17.7
"1611","MO","St. Francois County",15.6,37.7,32.7,14
"1612","MO","St. Louis County",6.7,21.2,28.9,43.2
"1613","MO","Saline County",15.9,39.4,26.7,18
"1614","MO","Schuyler County",14.4,46.9,27.1,11.6
"1615","MO","Scotland County",22.9,39,26.1,12
"1616","MO","Scott County",15.4,42.1,28,14.5
"1617","MO","Shannon County",19.2,42.5,22.6,15.8
"1618","MO","Shelby County",9.9,42.6,30.5,17
"1619","MO","Stoddard County",19.3,40.2,27.3,13.2
"1620","MO","Stone County",13.5,33.1,35,18.4
"1621","MO","Sullivan County",15.5,49.3,23.1,12.2
"1622","MO","Taney County",11.3,34,36.2,18.4
"1623","MO","Texas County",16.6,39.9,29.4,14.1
"1624","MO","Vernon County",11.5,41.9,29,17.7
"1625","MO","Warren County",12.1,38.4,30.9,18.6
"1626","MO","Washington County",23.3,38.7,28.6,9.4
"1627","MO","Wayne County",24.7,37.5,27.5,10.3
"1628","MO","Webster County",13.2,38.4,31.5,16.9
"1629","MO","Worth County",12.9,42.1,27.5,17.5
"1630","MO","Wright County",19.2,44.2,25.3,11.4
"1631","MO","St. Louis city",13.1,23.6,28.2,35
"1632","MT","Montana",6.8,29.2,32.7,31.2
"1633","MT","Beaverhead County",4.6,29.2,30.7,35.5
"1634","MT","Big Horn County",11.8,35.8,35,17.4
"1635","MT","Blaine County",10.9,25.9,41.3,21.8
"1636","MT","Broadwater County",5.6,36.7,30.6,27
"1637","MT","Carbon County",5.9,28.8,33.3,32
"1638","MT","Carter County",7.1,36.2,39.2,17.5
"1639","MT","Cascade County",8.3,31.6,34,26
"1640","MT","Chouteau County",7,32.5,33.2,27.3
"1641","MT","Custer County",7.4,29.7,40.5,22.5
"1642","MT","Daniels County",4.7,38.2,35.2,21.9
"1643","MT","Dawson County",5.9,37.1,36,21
"1644","MT","Deer Lodge County",10.2,37.7,34.7,17.4
"1645","MT","Fallon County",4.8,35.7,42.1,17.3
"1646","MT","Fergus County",6.8,29.8,34.4,28.9
"1647","MT","Flathead County",6.1,29.9,34.1,29.9
"1648","MT","Gallatin County",3.3,18.8,28.9,49
"1649","MT","Garfield County",4.6,41.6,37,16.8
"1650","MT","Glacier County",11.1,41.6,28.4,19
"1651","MT","Golden Valley County",5.2,40,28.8,25.9
"1652","MT","Granite County",8.6,33.1,31.6,26.6
"1653","MT","Hill County",10.4,29.7,35.4,24.5
"1654","MT","Jefferson County",5.2,28.5,32.3,34
"1655","MT","Judith Basin County",4.7,33.4,33.2,28.6
"1656","MT","Lake County",8.8,29.7,33.5,28
"1657","MT","Lewis and Clark County",5,24.5,32,38.6
"1658","MT","Liberty County",25,23.8,34.7,16.6
"1659","MT","Lincoln County",12.2,34.9,32.6,20.2
"1660","MT","McCone County",6.8,41.1,36,16.1
"1661","MT","Madison County",4.7,33.8,32.7,28.9
"1662","MT","Meagher County",5.4,40.3,28.3,26.1
"1663","MT","Mineral County",10.8,36.3,35.6,17.3
"1664","MT","Missoula County",4.5,21.3,31.7,42.5
"1665","MT","Musselshell County",10.5,42.5,32.9,14.1
"1666","MT","Park County",4.6,31.6,31.4,32.4
"1667","MT","Petroleum County",1.2,40.5,29.3,29
"1668","MT","Phillips County",10.6,35.8,33.1,20.5
"1669","MT","Pondera County",7.4,34,33.8,24.8
"1670","MT","Powder River County",5.2,28.4,40,26.4
"1671","MT","Powell County",11.3,37.1,30.7,21
"1672","MT","Prairie County",7.2,38.3,33.6,20.9
"1673","MT","Ravalli County",9,30.3,33.6,27.1
"1674","MT","Richland County",7.7,38.1,35.2,19
"1675","MT","Roosevelt County",13.2,34.6,35,17.1
"1676","MT","Rosebud County",12.9,32.1,37,18
"1677","MT","Sanders County",10.7,42.7,29.5,17.1
"1678","MT","Sheridan County",7.6,29.3,39.4,23.6
"1679","MT","Silver Bow County",8.2,33.8,31.7,26.4
"1680","MT","Stillwater County",5.1,35.8,33.8,25.3
"1681","MT","Sweet Grass County",4.9,37.1,32.5,25.5
"1682","MT","Teton County",7.8,32.4,35.4,24.4
"1683","MT","Toole County",14.8,39.1,31.6,14.5
"1684","MT","Treasure County",5.8,35.6,35.1,23.5
"1685","MT","Valley County",6.2,37.4,35.6,20.9
"1686","MT","Wheatland County",20.2,35.3,24.7,19.8
"1687","MT","Wibaux County",12.6,40.6,25.9,20.8
"1688","MT","Yellowstone County",6.3,30.3,32.4,31
"1689","MT","Yellowstone National Park",NA,NA,NA,NA
"1690","NE","Nebraska",8.9,26.3,33.5,31.3
"1691","NE","Adams County",10,28,37.1,24.9
"1692","NE","Antelope County",7.6,33,40.3,19.1
"1693","NE","Arthur County",5.7,26.4,40,27.9
"1694","NE","Banner County",2.9,29.2,47.2,20.7
"1695","NE","Blaine County",3.7,31.8,41.8,22.7
"1696","NE","Boone County",5.8,34.3,39.3,20.6
"1697","NE","Box Butte County",8.3,33.6,40,18.2
"1698","NE","Boyd County",5.4,41.7,34.6,18.2
"1699","NE","Brown County",8,40.8,31.5,19.8
"1700","NE","Buffalo County",7,24.9,33.4,34.7
